Vehicle_Type,Vehicle_Age,Odometer,Maintenance_Count,Repair_Type,Severity,Parts_Available,Technician_Experience,Workshop_Load,Repair_Time_Hours
Van,10,476720,1,Engine Repair,Medium,0,12,10,76.15
Van,8,290868,7,Electrical Repair,Medium,1,11,2,26.71
Bus,3,86046,11,Brake Repair,Medium,0,3,1,45.7
Bus,10,273289,1,Oil Change,High,1,14,5,32.35
Van,7,240846,6,Suspension Repair,Medium,1,5,4,32.98
Van,12,595398,13,Brake Repair,Medium,0,3,1,47.8
Mini Truck,11,353772,5,Battery Replacement,Medium,0,6,3,52.91
Truck,11,540956,14,Clutch Repair,Medium,1,2,1,48.3
Van,4,170832,12,Electrical Repair,Low,0,1,1,50.9
Truck,1,46810,6,Engine Repair,High,0,6,9,94.26
Mini Truck,8,286692,9,Suspension Repair,Medium,1,2,8,42.4
Van,9,397509,9,Battery Replacement,High,0,4,5,59.65
Mini Truck,11,388559,7,Tyre Replacement,High,1,14,7,42.2
Bus,11,491588,16,Transmission Repair,Low,1,5,7,74.03
Van,6,181742,7,Electrical Repair,Medium,0,6,2,54.43
Bus,2,97781,7,Suspension Repair,High,1,6,10,44.29
Bus,10,357056,10,Suspension Repair,Low,0,13,4,48.14
Mini Truck,12,465033,4,Tyre Replacement,High,1,12,5,37.26
Bus,11,348228,2,Oil Change,High,0,3,3,59.09
Truck,12,439232,10,Electrical Repair,Medium,1,14,4,32.52
Mini Truck,11,343399,7,Battery Replacement,Medium,1,1,5,26.64
Truck,5,143864,6,Transmission Repair,Low,0,3,10,96.08
Truck,9,245310,7,Battery Replacement,Low,0,10,9,37.7
Truck,1,45313,3,Electrical Repair,High,0,5,4,49.72
Van,10,417237,11,Oil Change,Low,1,10,7,24.78
Van,9,293236,0,Battery Replacement,Medium,1,4,10,30.32
Truck,9,347640,17,Engine Repair,High,1,13,8,76.46
Mini Truck,8,380102,0,Oil Change,Medium,0,5,5,45.52
Mini Truck,7,273903,9,Clutch Repair,Low,1,15,1,25.22
Bus,4,167900,6,Clutch Repair,Low,1,15,1,22.89
Bus,6,197387,5,Suspension Repair,Low,1,13,3,23.33
Mini Truck,7,323259,4,Engine Repair,Low,1,8,3,45.92
Mini Truck,4,182838,4,Suspension Repair,High,0,8,1,57.28
Mini Truck,3,100223,10,Engine Repair,Medium,1,15,7,49.16
Mini Truck,7,202618,1,Electrical Repair,Low,1,10,7,18.84
Truck,9,237634,12,Clutch Repair,Medium,0,9,9,69.76
Mini Truck,10,294409,8,Transmission Repair,High,1,15,1,73.54
Van,11,463862,2,Clutch Repair,Medium,1,7,2,35.07
Van,11,432126,8,Oil Change,High,0,12,4,53.35
Van,9,232250,3,Suspension Repair,High,0,5,8,73.99
Truck,3,101671,7,Battery Replacement,High,0,11,10,65.28
Truck,2,94135,2,Tyre Replacement,Low,0,7,4,25.32
Bus,3,79073,0,Tyre Replacement,Low,0,6,3,26.22
Truck,4,131767,6,Engine Repair,High,0,5,1,92.13
Van,2,61007,7,Oil Change,Low,0,2,9,43.47
Mini Truck,3,79582,1,Tyre Replacement,High,1,10,1,19.62
Van,2,93456,7,Battery Replacement,High,1,7,10,38.35
Truck,1,47909,0,Brake Repair,High,0,8,7,52.0
Van,3,113538,4,Clutch Repair,Low,1,4,9,31.76
Mini Truck,2,74426,1,Electrical Repair,Medium,1,5,7,23.59
Truck,2,80487,10,Oil Change,High,1,1,3,29.08
Mini Truck,3,144866,2,Oil Change,Medium,0,1,10,43.61
Truck,9,415602,6,Transmission Repair,High,0,3,4,102.04
Truck,7,349605,0,Oil Change,Medium,0,3,5,37.09
Van,3,120914,2,Battery Replacement,Medium,0,6,3,25.31
Van,2,64433,1,Brake Repair,Medium,1,10,6,17.57
Bus,3,144354,11,Engine Repair,Low,1,8,1,45.59
Truck,12,343747,12,Battery Replacement,High,0,2,7,74.33
Mini Truck,12,371145,19,Oil Change,Low,1,2,6,35.96
Van,9,329065,8,Tyre Replacement,Medium,1,4,1,25.55
Van,3,80347,9,Transmission Repair,Low,1,11,6,61.39
Van,11,287140,9,Oil Change,Medium,0,2,10,61.6
Bus,2,53974,10,Electrical Repair,Low,1,6,6,22.07
Truck,9,293015,16,Electrical Repair,Low,1,7,8,33.62
Mini Truck,1,32624,7,Clutch Repair,Medium,1,8,10,37.32
Mini Truck,1,49046,0,Clutch Repair,High,0,1,8,71.63
Bus,11,429201,1,Electrical Repair,High,0,6,6,58.88
Truck,8,242839,14,Tyre Replacement,Medium,1,4,3,28.13
Van,10,256762,3,Clutch Repair,Low,0,1,6,50.71
Truck,3,83285,3,Transmission Repair,Low,1,15,4,53.42
Mini Truck,9,233135,2,Oil Change,Medium,0,3,5,35.56
Mini Truck,6,166833,1,Battery Replacement,High,1,14,8,32.2
Truck,12,346512,14,Oil Change,High,1,5,9,49.16
Bus,8,348567,13,Clutch Repair,High,1,4,2,52.95
Van,5,233718,0,Battery Replacement,High,0,5,5,61.37
Truck,4,171094,10,Clutch Repair,Low,0,15,2,37.43
Bus,6,256659,7,Suspension Repair,Medium,1,7,2,32.56
Bus,3,110123,9,Suspension Repair,High,0,2,8,56.96
Van,2,79481,6,Transmission Repair,Medium,0,15,8,88.6
Truck,3,94997,10,Engine Repair,High,0,5,6,87.89
Bus,8,332330,5,Battery Replacement,Medium,0,6,4,40.19
Truck,10,490492,11,Tyre Replacement,High,1,9,10,48.6
Mini Truck,4,147285,11,Clutch Repair,Medium,0,8,3,52.76
Van,11,452969,15,Oil Change,Low,1,1,10,36.25
Van,10,381866,12,Suspension Repair,Low,1,13,7,33.26
Bus,9,299972,8,Tyre Replacement,High,1,4,10,49.39
Van,6,252996,12,Electrical Repair,Low,0,10,2,50.61
Mini Truck,11,513013,12,Tyre Replacement,Low,1,4,6,30.88
Van,4,140860,0,Suspension Repair,High,0,1,2,59.88
Mini Truck,4,132223,4,Oil Change,Low,1,12,3,7.46
Truck,6,254427,11,Engine Repair,Medium,1,3,7,62.14
Van,7,219912,13,Tyre Replacement,Low,0,6,8,36.29
Bus,5,159910,5,Electrical Repair,High,0,12,5,54.52
Bus,5,247423,2,Brake Repair,Low,0,8,6,37.0
Bus,5,199400,5,Battery Replacement,High,1,3,2,31.2
Bus,3,114355,6,Engine Repair,High,0,15,6,74.2
Van,10,279161,3,Suspension Repair,Medium,1,11,10,42.33
Van,5,211589,6,Transmission Repair,Low,1,3,5,60.62
Mini Truck,12,407110,10,Engine Repair,High,1,6,10,83.71
Truck,6,212879,13,Oil Change,Low,1,6,2,17.21
Bus,6,169737,12,Clutch Repair,Low,1,8,10,39.16
Van,11,398002,1,Electrical Repair,Medium,0,5,6,52.78
Truck,1,48731,8,Brake Repair,Low,1,7,5,12.53
Van,12,550819,17,Suspension Repair,Low,1,4,1,38.21
Truck,5,207824,6,Oil Change,Medium,1,12,10,25.31
Mini Truck,2,97539,0,Suspension Repair,High,1,4,8,40.18
Bus,10,276853,4,Brake Repair,High,1,10,1,33.47
Mini Truck,6,152347,6,Brake Repair,Medium,1,2,6,29.94
Truck,2,57043,2,Electrical Repair,Low,0,12,4,24.4
Mini Truck,1,25053,4,Oil Change,Low,1,3,9,14.05
Mini Truck,9,284463,4,Brake Repair,Low,0,9,7,37.1
Bus,12,587307,9,Tyre Replacement,Medium,0,14,8,55.42
Mini Truck,10,408468,14,Clutch Repair,Medium,0,1,1,61.63
Bus,2,68236,4,Tyre Replacement,Medium,1,1,8,22.15
Van,8,244454,7,Clutch Repair,Medium,0,12,6,71.01
Bus,3,143002,11,Electrical Repair,High,1,8,6,40.35
Mini Truck,12,529017,6,Battery Replacement,High,0,10,4,49.12
Bus,6,280786,7,Battery Replacement,High,0,7,8,63.7
Truck,8,281758,3,Oil Change,Medium,0,10,5,51.79
Truck,6,151164,12,Transmission Repair,Low,0,4,6,91.14
Truck,3,144565,5,Clutch Repair,High,1,10,7,49.83
Mini Truck,12,307905,19,Suspension Repair,Low,1,5,8,44.62
Mini Truck,1,40930,5,Brake Repair,Low,0,1,2,41.75
Bus,3,126042,2,Tyre Replacement,Medium,1,14,5,13.64
Truck,9,231118,4,Transmission Repair,Medium,1,1,9,74.65
Bus,10,415990,7,Electrical Repair,Medium,1,4,6,34.63
Van,5,209005,3,Battery Replacement,Medium,1,1,8,25.98
Mini Truck,11,465065,10,Battery Replacement,Low,1,15,5,22.04
Bus,12,381112,10,Brake Repair,Low,0,6,9,50.37
Mini Truck,8,355340,1,Brake Repair,High,1,13,6,37.04
Van,3,137953,9,Tyre Replacement,High,1,10,7,34.7
Bus,3,102397,9,Suspension Repair,Medium,1,11,10,33.97
Truck,3,82893,3,Clutch Repair,Medium,1,1,8,41.31
Truck,1,43358,4,Brake Repair,Medium,0,3,5,37.38
Mini Truck,10,443933,10,Battery Replacement,Medium,0,14,9,56.16
Truck,12,405757,19,Battery Replacement,Medium,0,6,3,53.23
Mini Truck,2,70466,2,Suspension Repair,High,0,1,5,54.28
Bus,3,77938,6,Engine Repair,Low,1,15,7,48.55
Truck,2,84551,9,Battery Replacement,High,1,4,8,38.37
Van,9,272070,12,Electrical Repair,High,0,11,4,68.54
Truck,5,138423,11,Brake Repair,Medium,0,13,7,39.28
Van,4,196729,12,Engine Repair,Low,1,5,5,50.98
Truck,9,395421,9,Engine Repair,Medium,1,1,3,62.13
Truck,11,379446,2,Engine Repair,Medium,0,12,3,70.07
Truck,10,312991,13,Battery Replacement,High,1,8,8,43.15
Mini Truck,8,262958,13,Electrical Repair,Medium,1,5,6,35.47
Bus,5,168361,9,Oil Change,Low,1,15,9,13.84
Truck,10,336723,8,Engine Repair,Medium,0,2,1,76.75
Mini Truck,10,303560,18,Electrical Repair,Medium,0,4,1,61.71
Van,4,190590,3,Engine Repair,High,0,4,6,80.92
Bus,11,547641,10,Electrical Repair,High,0,8,1,58.76
Mini Truck,5,127275,6,Tyre Replacement,Medium,0,7,8,48.16
Truck,6,182321,11,Transmission Repair,Medium,1,7,3,61.55
Truck,7,249881,7,Transmission Repair,High,0,8,10,113.37
Van,1,30710,9,Transmission Repair,Low,1,10,6,57.2
Mini Truck,3,120203,2,Oil Change,Low,0,12,6,36.69
Van,8,321135,3,Tyre Replacement,Medium,0,9,5,54.46
Truck,10,425609,18,Transmission Repair,High,1,2,7,93.78
Bus,10,402666,2,Transmission Repair,Medium,1,11,5,70.67
Bus,7,240908,10,Tyre Replacement,Low,0,1,5,36.82
Bus,3,114735,2,Clutch Repair,Medium,1,9,6,35.27
Bus,5,189711,0,Brake Repair,High,1,13,8,33.76
Bus,1,29093,4,Suspension Repair,Medium,0,12,10,46.82
Mini Truck,8,237552,10,Oil Change,High,0,15,9,53.67
Truck,12,462312,2,Battery Replacement,Medium,0,14,8,47.87
Bus,12,521961,1,Engine Repair,Low,1,2,4,52.63
Bus,1,49462,7,Tyre Replacement,High,0,7,5,51.42
Mini Truck,6,196527,7,Electrical Repair,Medium,0,12,9,49.94
Van,9,422772,12,Battery Replacement,High,1,15,2,35.7
Bus,11,302383,13,Suspension Repair,High,0,6,6,78.37
Truck,12,470446,11,Suspension Repair,High,1,2,7,52.28
Mini Truck,9,377637,9,Oil Change,High,0,7,4,62.92
Bus,7,342569,0,Electrical Repair,High,1,6,2,32.79
Mini Truck,2,54702,3,Engine Repair,High,1,7,4,56.01
Van,3,109183,5,Brake Repair,High,0,6,7,55.03
Truck,10,283727,2,Tyre Replacement,High,1,15,10,41.47
Mini Truck,12,463520,17,Suspension Repair,High,1,9,5,55.89
Mini Truck,10,447568,16,Suspension Repair,High,0,2,10,87.22
Van,1,36387,2,Battery Replacement,High,0,5,4,52.14
Van,3,120553,9,Brake Repair,Medium,1,3,4,25.38
Truck,2,58791,7,Transmission Repair,Medium,0,2,8,96.52
Van,2,99358,9,Brake Repair,High,1,4,8,37.11
Truck,9,320111,11,Engine Repair,Medium,0,7,3,75.93
Van,1,38540,3,Electrical Repair,Medium,1,4,6,19.65
Mini Truck,8,297966,12,Transmission Repair,Low,1,13,2,60.32
Truck,5,240326,0,Oil Change,Low,0,8,4,21.91
Van,3,115440,8,Tyre Replacement,High,1,5,7,36.91
Van,12,470329,4,Engine Repair,Medium,1,2,2,60.19
Van,1,32957,8,Oil Change,High,1,14,10,33.78
Bus,9,399639,13,Tyre Replacement,High,0,9,6,62.3
Truck,12,353988,3,Tyre Replacement,High,0,8,8,59.15
Van,11,480157,13,Suspension Repair,Medium,0,7,10,68.67
Mini Truck,3,141469,1,Engine Repair,Low,1,14,6,40.63
Bus,6,152666,3,Engine Repair,High,1,10,1,59.62
Van,11,420793,0,Engine Repair,Medium,1,4,6,59.6
Van,11,331442,6,Tyre Replacement,High,1,12,6,42.08
Van,12,534993,10,Suspension Repair,Medium,0,10,6,54.18
Van,1,37096,6,Clutch Repair,Medium,0,8,2,42.44
Mini Truck,6,189783,4,Transmission Repair,High,0,9,6,94.96
Van,9,356802,5,Oil Change,High,0,6,2,54.9
Mini Truck,8,330194,13,Transmission Repair,High,0,4,7,103.39
Mini Truck,6,265464,6,Electrical Repair,Low,0,3,7,40.07
Bus,11,415977,18,Oil Change,Low,1,9,5,30.19
Bus,4,187936,11,Transmission Repair,High,1,8,8,82.07
Mini Truck,7,195139,7,Clutch Repair,High,1,6,6,52.52
Truck,12,317806,18,Brake Repair,High,1,10,6,50.88
Mini Truck,12,532574,16,Engine Repair,Low,0,10,6,89.46
Van,7,179001,3,Transmission Repair,Low,0,11,8,75.85
Mini Truck,7,202807,10,Engine Repair,Medium,0,12,9,86.42
Truck,8,235602,0,Tyre Replacement,Low,0,15,4,41.6
Truck,2,60350,0,Suspension Repair,Medium,1,7,4,20.68
Mini Truck,3,77287,3,Battery Replacement,Low,1,13,5,9.36
Van,7,269790,13,Battery Replacement,Low,1,11,2,17.21
Truck,6,256333,10,Electrical Repair,Medium,1,14,4,27.69
Mini Truck,8,325387,1,Electrical Repair,Medium,1,14,8,29.46
Van,10,313960,2,Suspension Repair,Medium,0,10,6,53.48
Mini Truck,9,396390,17,Battery Replacement,High,0,12,1,58.01
Mini Truck,9,257640,1,Tyre Replacement,Medium,0,2,3,55.32
Van,7,284988,4,Electrical Repair,Medium,1,13,9,29.55
Truck,11,292126,18,Electrical Repair,High,0,5,1,57.95
Bus,7,207020,10,Battery Replacement,High,0,1,1,48.9
Truck,1,39770,3,Clutch Repair,High,1,5,7,44.21
Mini Truck,12,421526,20,Transmission Repair,High,1,5,4,91.12
Mini Truck,10,310811,18,Oil Change,High,1,2,4,41.62
Truck,10,389232,10,Suspension Repair,Medium,0,9,4,51.53
Truck,4,101739,5,Transmission Repair,Low,1,11,3,54.05
Bus,11,310527,3,Brake Repair,High,0,4,6,65.09
Truck,10,327019,5,Transmission Repair,Low,0,6,10,100.27
Truck,12,419678,4,Engine Repair,High,1,11,7,75.55
Mini Truck,7,287775,1,Suspension Repair,Low,1,15,2,17.2
Van,5,127188,10,Engine Repair,High,1,9,4,65.48
Mini Truck,5,163036,10,Engine Repair,Low,0,9,4,74.25
Van,3,149511,10,Engine Repair,High,1,12,1,61.94
Van,7,275107,7,Clutch Repair,Low,0,8,2,52.5
Bus,9,245930,17,Electrical Repair,Low,0,4,2,40.22
Mini Truck,9,333779,1,Electrical Repair,Medium,1,7,8,30.65
Mini Truck,2,88857,2,Clutch Repair,High,0,13,1,51.7
Truck,3,144555,7,Electrical Repair,Medium,1,1,6,30.08
Van,4,189073,0,Engine Repair,Medium,0,7,8,82.85
Mini Truck,2,88969,10,Tyre Replacement,Medium,1,11,3,17.14
Mini Truck,6,239549,12,Battery Replacement,Low,0,15,7,39.04
Mini Truck,8,267833,11,Brake Repair,High,1,6,4,44.19
Mini Truck,6,196582,5,Battery Replacement,High,1,13,5,29.6
Van,6,186568,11,Suspension Repair,High,0,12,2,69.88
Bus,2,99931,1,Brake Repair,Medium,1,8,4,17.02
Van,9,315261,2,Electrical Repair,Medium,1,5,7,31.24
Mini Truck,1,46266,5,Oil Change,High,1,13,9,31.45
Truck,10,392762,6,Clutch Repair,High,0,2,10,82.95
Bus,7,259832,1,Tyre Replacement,Medium,1,9,7,23.91
Truck,4,181999,4,Electrical Repair,Medium,0,12,4,39.58
Van,4,139407,9,Electrical Repair,Low,1,13,6,19.62
Mini Truck,1,36108,1,Electrical Repair,Medium,1,14,9,26.54
Van,7,225430,0,Engine Repair,Low,1,11,3,45.72
Mini Truck,2,74742,1,Clutch Repair,High,1,13,3,38.99
Mini Truck,10,495242,14,Transmission Repair,Medium,1,12,3,73.28
Van,11,521097,0,Engine Repair,High,1,11,5,72.13
Mini Truck,9,423554,14,Tyre Replacement,Medium,0,10,4,44.67
Van,3,149961,4,Brake Repair,High,0,15,4,45.15
Truck,7,223609,11,Engine Repair,High,1,14,2,63.73
Bus,5,169790,5,Transmission Repair,Low,0,6,9,93.34
Van,2,67123,0,Oil Change,Low,1,7,4,1.0
Truck,4,120776,8,Tyre Replacement,Medium,1,4,6,24.03
Bus,10,252378,9,Battery Replacement,High,1,6,8,42.05
Truck,7,307053,13,Tyre Replacement,Low,0,3,6,40.96
Mini Truck,3,145765,6,Clutch Repair,Medium,1,5,4,34.1
Bus,8,301345,1,Clutch Repair,High,0,4,1,73.24
Van,6,292704,7,Tyre Replacement,High,1,7,8,39.73
Van,7,229876,2,Suspension Repair,Low,0,1,9,51.11
Mini Truck,1,28379,7,Tyre Replacement,High,1,15,3,24.43
Truck,4,127195,11,Suspension Repair,Medium,0,9,5,58.45
Bus,10,271164,2,Suspension Repair,Low,1,14,4,25.23
Truck,4,112454,0,Brake Repair,Medium,1,4,7,22.24
Mini Truck,3,93832,8,Transmission Repair,Medium,1,5,2,62.01
Bus,1,42479,5,Battery Replacement,High,1,3,3,23.69
Bus,2,56821,10,Oil Change,High,1,9,7,34.07
Truck,1,37538,6,Oil Change,High,0,3,7,45.11
Bus,7,329963,0,Brake Repair,Medium,1,10,6,25.69
Van,9,442398,3,Suspension Repair,Low,1,5,2,25.73
Truck,7,276937,15,Clutch Repair,High,1,6,8,60.7
Van,3,84981,6,Electrical Repair,Low,0,15,5,33.96
Van,9,375008,6,Electrical Repair,Medium,1,14,1,23.08
Mini Truck,2,54434,10,Oil Change,High,1,13,3,26.12
Bus,1,30535,3,Oil Change,Medium,0,14,7,36.93
Mini Truck,2,66553,8,Electrical Repair,Low,0,11,4,28.33
Mini Truck,2,66693,7,Electrical Repair,Medium,1,12,2,17.76
Van,10,490939,17,Tyre Replacement,Medium,0,3,1,49.72
Truck,6,197447,0,Clutch Repair,High,1,3,2,43.66
Mini Truck,7,318535,0,Brake Repair,Low,1,10,7,19.41
Van,6,161924,13,Electrical Repair,Low,1,12,4,20.51
Van,5,223282,9,Brake Repair,Low,1,4,1,15.36
Van,12,388481,11,Oil Change,High,0,8,5,66.87
Van,4,173551,3,Clutch Repair,Medium,1,1,4,32.24
Mini Truck,11,481037,11,Transmission Repair,Low,1,3,9,80.17
Bus,12,575012,0,Engine Repair,Low,0,9,7,75.52
Truck,5,197957,6,Engine Repair,Low,0,9,6,62.62
Bus,1,49705,4,Clutch Repair,Medium,0,6,10,47.36
Bus,2,86509,2,Engine Repair,Medium,1,3,2,48.2
Truck,10,263627,15,Transmission Repair,Medium,1,8,10,83.28
Van,10,278107,2,Battery Replacement,Low,1,5,1,13.85
Truck,4,193064,4,Electrical Repair,Medium,1,15,9,24.84
Mini Truck,6,277602,12,Engine Repair,Medium,1,13,5,57.38
Mini Truck,7,273838,0,Battery Replacement,Low,0,7,7,27.27
Bus,8,269026,3,Tyre Replacement,Low,0,9,1,28.78
Mini Truck,9,380769,6,Clutch Repair,High,0,6,3,82.57
Bus,1,35031,3,Engine Repair,Medium,0,7,1,60.74
Mini Truck,10,452940,10,Battery Replacement,Medium,1,3,7,33.46
Mini Truck,9,300935,17,Oil Change,Low,0,7,4,45.16
Mini Truck,9,243218,14,Electrical Repair,Low,1,14,9,32.02
Truck,4,144342,3,Battery Replacement,Medium,1,3,10,25.98
Van,10,307727,0,Engine Repair,High,1,4,10,71.84
Bus,3,127052,0,Clutch Repair,High,1,4,3,43.54
Mini Truck,4,138047,11,Oil Change,Low,0,5,10,50.03
Bus,8,286256,8,Battery Replacement,Low,1,14,8,22.47
Truck,5,224726,9,Oil Change,High,1,8,9,37.06
Truck,10,331272,11,Suspension Repair,Medium,1,8,4,30.46
Mini Truck,2,52052,10,Engine Repair,High,1,1,6,69.08
Mini Truck,4,152620,8,Brake Repair,Low,0,5,2,42.91
Bus,7,338813,8,Engine Repair,Low,1,14,3,43.91
Truck,11,538643,16,Battery Replacement,High,1,13,2,37.63
Mini Truck,10,404191,3,Suspension Repair,Medium,1,3,4,41.05
Mini Truck,4,140396,12,Brake Repair,Low,0,5,9,47.69
Mini Truck,9,412138,13,Battery Replacement,Low,0,7,6,53.28
Van,9,443081,2,Clutch Repair,Low,0,3,8,67.53
Bus,11,361300,8,Brake Repair,High,1,1,9,47.53
Bus,2,97123,5,Clutch Repair,Medium,1,4,8,37.53
Van,1,48139,4,Engine Repair,Medium,1,4,2,45.75
Bus,6,298238,6,Battery Replacement,Low,1,14,2,8.98
Mini Truck,10,468787,8,Transmission Repair,High,0,5,5,98.96
Truck,1,49456,4,Oil Change,Medium,1,7,1,10.32
Van,4,116126,0,Suspension Repair,Medium,0,8,10,58.86
Van,10,357773,16,Tyre Replacement,Low,1,12,5,21.75
Van,8,254036,8,Transmission Repair,High,1,10,10,88.91
Van,6,180122,12,Battery Replacement,High,0,13,7,57.6
Bus,5,183373,11,Electrical Repair,High,1,14,9,39.33
Van,11,528920,2,Oil Change,High,1,4,10,47.97
Van,6,164455,12,Suspension Repair,High,1,8,2,42.86
Bus,4,193679,6,Oil Change,High,0,8,5,50.32
Truck,5,133030,2,Electrical Repair,Medium,0,1,5,38.64
Van,2,76804,10,Suspension Repair,Medium,1,6,3,25.45
Mini Truck,1,39346,1,Tyre Replacement,Medium,1,2,8,19.77
Mini Truck,4,197162,5,Oil Change,Medium,1,3,8,21.68
Van,10,438927,0,Transmission Repair,Low,0,8,7,90.81
Mini Truck,3,97013,7,Oil Change,Low,1,5,4,13.37
Truck,7,342863,7,Brake Repair,Medium,1,7,5,31.08
Mini Truck,3,118969,6,Oil Change,Medium,1,13,8,18.95
Van,11,298489,6,Suspension Repair,High,0,7,2,68.1
Bus,1,46729,2,Suspension Repair,Low,0,5,1,36.74
Van,2,58851,2,Oil Change,High,1,7,8,32.11
Mini Truck,7,259665,9,Oil Change,Medium,0,12,3,38.19
Van,11,334726,13,Transmission Repair,Low,1,4,3,69.56
Mini Truck,2,80563,8,Oil Change,Medium,0,4,9,37.01
Bus,8,258812,5,Brake Repair,Low,1,13,8,25.33
Mini Truck,5,171779,5,Electrical Repair,Low,1,2,6,21.47
Truck,1,39433,0,Electrical Repair,High,1,8,1,26.55
Bus,3,123952,0,Clutch Repair,Medium,1,15,5,27.58
Bus,2,58303,3,Electrical Repair,High,1,11,3,28.87
Bus,9,329109,4,Suspension Repair,Low,1,7,1,22.62
Truck,7,344910,5,Electrical Repair,High,1,2,6,42.86
Truck,8,399587,14,Electrical Repair,Low,0,8,9,53.87
Bus,4,108770,2,Battery Replacement,Low,1,13,5,8.46
Bus,9,394440,0,Brake Repair,High,1,7,3,36.73
Truck,4,135237,6,Brake Repair,Medium,1,11,7,24.42
Truck,6,188980,11,Suspension Repair,Medium,0,3,3,50.49
Bus,8,210256,16,Brake Repair,Low,0,5,9,49.05
Van,10,438885,14,Brake Repair,High,1,1,9,52.59
Bus,4,158646,12,Transmission Repair,High,0,13,3,101.22
Truck,8,397676,7,Oil Change,High,0,9,1,51.2
Truck,6,283134,0,Clutch Repair,Low,1,1,4,31.61
Van,5,218375,13,Oil Change,Medium,0,9,2,33.92
Bus,7,233027,10,Clutch Repair,High,1,13,10,52.91
Truck,11,371667,3,Engine Repair,Low,0,7,7,86.5
Bus,7,180777,4,Brake Repair,Low,1,15,7,17.57
Mini Truck,7,242706,4,Clutch Repair,Low,0,12,6,59.51
Van,7,216600,1,Battery Replacement,Medium,1,10,6,22.77
Truck,3,125959,0,Tyre Replacement,Low,0,4,2,26.35
Mini Truck,6,259380,10,Electrical Repair,Medium,0,13,7,52.68
Bus,8,334293,3,Engine Repair,Low,1,10,10,56.39
Bus,1,34935,3,Clutch Repair,High,1,5,2,40.62
Mini Truck,5,171099,0,Clutch Repair,Medium,0,15,10,58.43
Van,3,91656,3,Oil Change,Medium,0,5,9,51.85
Mini Truck,5,137324,2,Suspension Repair,Low,0,11,10,51.04
Bus,8,265875,10,Clutch Repair,Medium,0,9,1,53.4
Van,10,314330,9,Oil Change,High,0,6,5,58.68
Van,11,523421,16,Clutch Repair,Medium,0,10,3,56.81
Mini Truck,10,350420,11,Suspension Repair,High,0,3,6,79.56
Van,8,314187,5,Tyre Replacement,Low,1,9,4,11.39
Truck,3,136605,5,Engine Repair,Medium,0,9,4,77.96
Bus,11,521572,17,Oil Change,Low,0,15,9,43.28
Truck,8,330320,2,Oil Change,Medium,0,10,5,44.5
Truck,3,125669,10,Transmission Repair,Medium,1,4,6,71.22
Van,5,137515,13,Transmission Repair,High,0,10,2,93.16
Van,3,106238,11,Brake Repair,High,1,14,7,38.2
Mini Truck,10,417024,1,Suspension Repair,Medium,1,12,5,34.27
Mini Truck,8,369318,4,Oil Change,High,0,2,1,53.85
Truck,9,285414,16,Transmission Repair,Low,1,14,9,71.87
Van,7,179677,2,Clutch Repair,Medium,1,12,8,37.05
Bus,11,391228,6,Transmission Repair,Low,0,6,4,94.86
Van,10,283992,4,Transmission Repair,Low,1,15,8,63.87
Mini Truck,8,247568,14,Battery Replacement,Medium,1,8,6,25.77
Truck,3,88978,10,Clutch Repair,High,1,3,2,45.54
Truck,5,193987,4,Suspension Repair,Low,0,12,7,38.87
Van,10,466820,12,Clutch Repair,Medium,1,3,1,43.15
Bus,8,286828,7,Electrical Repair,High,1,8,8,45.9
Truck,7,326054,7,Tyre Replacement,High,1,4,3,35.95
Truck,3,116580,4,Suspension Repair,Low,1,12,8,22.12
Bus,7,291681,14,Clutch Repair,High,0,9,10,95.07
Mini Truck,4,194054,6,Brake Repair,Low,1,10,5,19.36
Bus,10,285407,2,Brake Repair,High,1,12,8,38.96
Van,4,182910,5,Oil Change,Low,1,8,4,11.99
Mini Truck,8,349670,13,Tyre Replacement,Medium,0,9,10,57.58
Bus,5,225373,9,Battery Replacement,High,1,10,2,27.32
Mini Truck,9,389375,4,Tyre Replacement,Low,0,9,2,24.41
Truck,2,98650,4,Tyre Replacement,High,1,11,7,31.15
Truck,7,222763,10,Brake Repair,Medium,1,6,10,34.06
Bus,2,66604,9,Oil Change,High,1,8,2,28.1
Truck,11,543043,0,Oil Change,High,1,11,6,39.62
Mini Truck,3,110769,2,Tyre Replacement,Medium,1,15,10,23.26
Mini Truck,7,266637,4,Transmission Repair,High,0,14,1,93.26
Truck,8,232583,14,Tyre Replacement,High,1,2,3,40.78
Van,5,151957,12,Engine Repair,Medium,0,7,8,85.38
Mini Truck,11,528787,15,Battery Replacement,Low,1,15,3,20.54
Mini Truck,6,289469,13,Battery Replacement,Medium,0,4,2,33.65
Bus,12,529430,19,Brake Repair,Medium,0,8,8,60.81
Van,9,232823,13,Brake Repair,High,0,8,5,67.78
Mini Truck,12,516165,19,Battery Replacement,High,1,8,3,46.23
Truck,8,231380,5,Transmission Repair,Low,1,7,7,63.87
Van,12,326433,6,Tyre Replacement,Medium,0,7,10,55.63
Van,6,235439,8,Battery Replacement,High,1,8,4,32.02
Bus,12,305515,15,Clutch Repair,Low,0,11,8,60.91
Van,11,430993,14,Suspension Repair,Medium,1,12,2,33.78
Van,11,473640,2,Transmission Repair,High,0,11,7,104.22
Truck,10,353510,5,Battery Replacement,Medium,1,12,5,20.36
