Vehicle_Type,Fuel_Type,Vehicle_Age,Average_Mileage,Trip_Distance,Max_Capacity,Cargo_Weight,Traffic,Road_Type,AC,Fuel_Required
Bus,Diesel,4,4.95,996,0,0,Medium,City,0,260.02
Van,Diesel,4,11.27,795,1408,1142,High,Mixed,1,109.18
Bus,Petrol,6,4.66,438,0,0,Low,City,0,114.05
Truck,Petrol,1,5.98,529,8698,5986,Low,City,0,114.36
Bus,Diesel,9,3.8,316,1,1,Low,Highway,0,105.53
Bus,Petrol,11,3.35,631,1,1,Low,City,0,269.81
Bus,Petrol,1,3.07,362,0,0,High,City,0,163.99
Bus,Diesel,8,4.6,97,1,1,High,Highway,1,31.56
Bus,Petrol,4,3.13,485,0,0,Low,City,1,191.02
Bus,Diesel,11,3.13,724,1,1,Low,Highway,0,298.18
Bus,Petrol,2,3.79,347,1,0,Low,Mixed,1,104.19
Bus,Diesel,3,4.62,887,0,0,High,City,1,277.89
Truck,Diesel,1,3.32,130,11651,11321,Low,Mixed,1,51.9
Truck,Petrol,1,5.32,478,7113,2017,Medium,Mixed,0,111.93
Van,Petrol,9,9.66,28,1731,511,High,Highway,0,2.87
Bus,Diesel,6,4.71,579,0,0,Low,City,0,148.16
Van,Diesel,5,13.27,54,551,348,High,Mixed,0,7.25
Truck,Petrol,7,5.94,1000,6626,2795,High,Mixed,1,252.44
Truck,Diesel,2,5.33,440,4122,796,High,City,1,124.23
Mini Truck,Diesel,3,9.84,954,1307,329,Medium,City,1,134.75
Mini Truck,Petrol,3,8.02,721,1610,1445,High,Mixed,1,139.96
Van,Petrol,3,9.31,863,1047,1042,High,City,1,149.35
Truck,Diesel,7,3.01,270,5435,3,Low,Highway,1,101.39
Mini Truck,Petrol,7,9.87,752,2449,2029,Low,City,1,108.06
Bus,Petrol,9,4.26,43,0,0,Medium,Mixed,1,12.66
Truck,Petrol,4,5.78,684,9489,4762,Low,City,1,157.63
Bus,Diesel,9,3.77,833,1,0,Low,Highway,0,241.98
Truck,Petrol,3,5.98,280,11015,6316,Low,Highway,1,56.0
Truck,Diesel,11,5.6,521,8964,5948,Medium,City,1,141.24
Truck,Diesel,12,3.97,610,11257,3278,Low,City,0,204.08
Van,Petrol,5,12.8,711,1071,288,High,City,1,83.58
Truck,Diesel,1,4.3,410,9276,6109,High,Highway,0,128.84
Bus,Petrol,3,4.9,162,1,0,Low,City,0,38.65
Truck,Diesel,8,4.02,565,7166,1005,Low,Mixed,1,173.35
Bus,Petrol,9,4.64,184,0,0,Low,Mixed,0,47.32
Truck,Petrol,8,3.24,153,3438,1722,High,City,1,73.84
Truck,Diesel,12,4.16,485,7690,2191,Low,City,0,156.38
Bus,Diesel,11,3.56,656,0,0,Low,Highway,0,202.35
Van,Diesel,12,13.2,878,1582,883,High,Mixed,1,103.74
Mini Truck,Diesel,7,7.69,501,2992,1052,Medium,Mixed,0,86.0
Truck,Diesel,2,4.99,21,4007,1209,High,Highway,1,6.36
Van,Petrol,9,10.04,677,536,86,High,City,1,103.65
Mini Truck,Petrol,11,6.89,156,2157,583,Medium,Highway,0,28.43
Van,Diesel,5,9.77,481,1508,976,Low,City,1,67.77
Bus,Petrol,8,4.35,188,0,0,Low,Mixed,1,52.02
Van,Diesel,2,14.61,336,1077,1077,Medium,Highway,0,31.57
Mini Truck,Diesel,9,6.92,520,2622,2188,High,Mixed,1,120.5
Van,Diesel,12,13.77,359,1084,946,High,Mixed,0,42.16
Bus,Petrol,8,4.51,921,0,0,Medium,Mixed,0,256.15
Van,Petrol,4,9.78,173,1808,111,Medium,City,1,23.8
Truck,Petrol,12,5.0,993,10769,9700,Medium,City,1,313.85
Mini Truck,Diesel,9,9.97,826,3332,2116,Medium,Highway,1,111.0
Truck,Diesel,10,3.98,672,7760,6391,Medium,Mixed,0,241.58
Truck,Diesel,12,4.68,255,10179,2833,High,City,0,83.27
Truck,Petrol,8,3.64,452,10985,9354,Low,City,0,172.56
Mini Truck,Petrol,5,9.06,918,3304,2548,Medium,Mixed,1,142.48
Truck,Petrol,9,4.88,40,5518,1107,Low,Mixed,0,11.95
Truck,Diesel,2,5.23,856,5914,4133,Medium,Mixed,1,224.1
Truck,Petrol,3,3.96,351,8272,8002,High,City,0,139.79
Bus,Diesel,10,4.4,667,1,0,High,Mixed,0,213.18
Truck,Diesel,12,3.8,731,8784,8435,Medium,Highway,1,276.87
Van,Diesel,8,14.15,917,1812,600,High,Mixed,1,97.56
Mini Truck,Petrol,12,8.64,855,3536,1218,High,Highway,0,137.26
Bus,Diesel,8,3.25,780,1,0,Medium,Highway,0,284.94
Van,Petrol,4,13.55,257,981,335,Medium,City,1,26.6
Mini Truck,Petrol,8,7.78,759,2026,1849,Low,City,1,140.18
Mini Truck,Petrol,1,6.83,326,1285,18,High,Mixed,1,64.67
Truck,Petrol,1,4.41,664,10821,1229,High,Mixed,0,201.29
Truck,Petrol,2,5.82,882,3577,1971,Medium,City,1,214.37
Mini Truck,Petrol,11,7.09,112,1620,1535,Medium,Highway,0,20.91
Bus,Diesel,6,3.78,821,0,0,High,Highway,0,277.74
Van,Petrol,4,11.32,752,1673,761,Low,City,1,86.4
Mini Truck,Petrol,8,6.83,505,3987,43,High,Highway,0,98.45
Mini Truck,Diesel,9,8.75,324,3672,2438,Medium,City,1,55.22
Mini Truck,Diesel,3,8.72,644,1361,533,High,Mixed,0,104.43
Mini Truck,Diesel,2,9.08,901,2617,721,Medium,City,1,136.15
Bus,Petrol,4,4.16,617,0,0,Medium,Highway,1,175.32
Mini Truck,Petrol,4,10.0,225,1252,806,Medium,Highway,0,28.25
Truck,Petrol,11,3.23,476,7243,462,High,City,0,220.74
Bus,Diesel,2,3.41,914,1,0,High,Mixed,1,366.98
Van,Petrol,6,14.59,928,1488,1287,Low,Mixed,1,87.02
Mini Truck,Petrol,8,7.88,389,1250,685,Medium,Mixed,0,68.3
Mini Truck,Diesel,3,8.77,643,3478,1573,High,Highway,1,102.39
Bus,Diesel,8,3.02,607,0,0,Low,Highway,0,216.52
Van,Diesel,7,12.06,854,899,482,Medium,City,0,99.01
Van,Diesel,4,11.61,314,1616,1097,Low,City,1,36.11
Mini Truck,Diesel,12,6.54,558,3488,276,Medium,Highway,1,109.81
Truck,Petrol,7,5.26,702,10748,7139,Medium,City,0,192.78
Van,Diesel,12,11.21,579,765,707,Medium,Mixed,1,75.71
Truck,Petrol,4,3.02,580,5479,1211,High,Highway,0,249.62
Van,Petrol,3,12.26,647,1398,1079,Medium,Highway,1,69.79
Van,Petrol,10,12.89,985,1115,992,Low,City,1,111.25
Mini Truck,Petrol,7,7.11,54,2474,1314,Medium,Mixed,0,11.77
Van,Diesel,1,14.54,991,751,563,Medium,Mixed,0,90.81
Truck,Petrol,6,4.21,978,8087,6707,Medium,Highway,1,317.34
Truck,Diesel,6,4.59,595,4783,12,High,Mixed,1,182.58
Mini Truck,Petrol,5,7.01,622,2782,325,Low,City,1,113.9
Mini Truck,Diesel,7,9.14,801,2211,1591,Medium,Highway,0,115.85
Van,Petrol,8,11.66,254,1675,836,Low,City,0,30.33
Van,Petrol,3,12.01,373,1761,152,Low,Highway,0,31.16
Mini Truck,Petrol,4,8.2,270,3616,2042,Medium,City,0,45.52
Bus,Diesel,2,4.2,347,0,0,High,Highway,1,106.16
Mini Truck,Diesel,7,6.11,597,2958,2627,Medium,Highway,0,130.53
Bus,Petrol,10,3.97,439,0,0,Medium,Highway,1,139.05
Truck,Diesel,8,5.25,418,10941,3798,Medium,City,0,109.86
Mini Truck,Petrol,9,7.8,785,2226,2072,High,Mixed,1,161.87
Bus,Petrol,2,3.49,290,1,1,High,Mixed,1,126.37
Truck,Petrol,4,5.53,367,8245,2966,Medium,City,1,94.96
Mini Truck,Petrol,5,6.95,101,3622,646,Low,Highway,1,15.84
Mini Truck,Petrol,6,7.53,103,1297,1271,High,Mixed,1,21.77
Bus,Petrol,8,4.19,149,0,0,High,Highway,0,45.86
Truck,Diesel,6,4.77,379,8237,4696,High,Highway,1,115.2
Van,Petrol,6,12.3,350,1082,66,High,Mixed,0,35.61
Van,Petrol,5,14.55,148,1094,837,High,Mixed,1,15.62
Truck,Diesel,4,4.83,813,7046,453,Medium,City,0,218.96
Van,Petrol,4,14.26,987,1254,1254,Medium,City,0,101.2
Mini Truck,Diesel,9,6.74,628,3883,491,Medium,Highway,1,119.73
Mini Truck,Petrol,11,7.88,585,3669,3520,Low,Mixed,1,103.81
Van,Petrol,7,10.49,486,1704,960,Low,Mixed,0,58.9
Mini Truck,Petrol,7,6.11,603,3046,2692,Medium,Mixed,1,144.43
Bus,Diesel,1,4.37,392,1,1,High,Highway,1,132.48
Van,Petrol,3,14.67,811,1993,1988,High,Highway,0,78.23
Truck,Petrol,10,3.69,992,5981,5650,Low,City,1,394.32
Van,Petrol,9,9.95,263,1093,790,Low,City,1,38.85
Truck,Petrol,7,4.5,472,4108,3758,Medium,Highway,1,145.75
Van,Petrol,11,10.89,825,685,604,High,City,0,122.29
Bus,Diesel,8,3.66,727,1,0,High,Highway,1,267.51
Van,Petrol,6,12.71,467,1477,290,High,Highway,1,50.63
Truck,Petrol,12,5.09,104,3393,1430,Low,Highway,1,26.46
Mini Truck,Petrol,3,6.26,129,1526,1095,Medium,City,0,28.22
Mini Truck,Diesel,3,7.93,249,3132,1366,Medium,Mixed,0,36.96
Truck,Petrol,12,4.72,248,8081,691,Medium,Highway,1,68.17
Van,Diesel,7,13.13,868,1659,72,High,City,0,94.25
Truck,Petrol,9,3.78,901,11222,3345,Medium,Mixed,0,313.08
Mini Truck,Petrol,3,6.8,364,2616,1743,High,City,0,77.96
Mini Truck,Petrol,8,7.49,384,2433,2310,Medium,Highway,1,72.8
Bus,Diesel,1,3.64,941,1,1,High,Highway,1,377.59
Truck,Petrol,1,3.54,649,11735,10665,High,Mixed,0,269.89
Truck,Petrol,6,4.59,370,5478,1730,Medium,Mixed,1,110.24
Bus,Petrol,11,3.3,176,0,0,Medium,Highway,0,65.3
Bus,Diesel,6,3.12,613,1,1,Low,Highway,1,255.39
Mini Truck,Diesel,9,8.68,108,2753,469,Medium,Mixed,1,15.13
Mini Truck,Petrol,2,6.92,741,2165,68,Medium,City,1,141.91
Truck,Diesel,1,5.62,585,8109,2750,Medium,Highway,0,119.96
Van,Petrol,1,11.44,718,1668,1275,Low,Mixed,1,79.91
Bus,Petrol,10,3.48,776,1,1,High,Mixed,0,352.02
Van,Petrol,4,12.37,518,1326,599,Low,Highway,1,49.8
Bus,Petrol,9,4.83,516,0,0,Low,Mixed,0,125.05
Van,Petrol,2,13.69,286,1107,376,Medium,Mixed,1,28.14
Mini Truck,Diesel,11,8.43,286,1166,71,Medium,Highway,0,42.27
Bus,Petrol,8,4.26,328,1,0,Low,Mixed,1,95.75
Truck,Petrol,1,4.69,235,11224,7337,Low,City,0,63.64
Truck,Petrol,7,5.88,934,4681,1825,Low,Highway,1,187.92
Mini Truck,Diesel,11,6.72,75,1392,747,Low,City,1,15.99
Bus,Petrol,7,3.77,398,0,0,Medium,Highway,0,122.55
Van,Petrol,4,11.53,432,760,451,High,Mixed,1,57.86
Mini Truck,Diesel,3,9.15,970,3392,1452,Medium,Mixed,1,141.4
Mini Truck,Petrol,6,6.15,683,1245,1155,High,Mixed,1,174.46
Truck,Petrol,4,4.96,812,4467,2759,Medium,Highway,1,212.45
Truck,Petrol,3,4.15,874,4351,2171,Medium,City,0,289.35
Mini Truck,Petrol,1,9.39,398,2075,429,Low,City,1,52.67
Bus,Petrol,11,4.32,633,0,0,Medium,Mixed,1,195.58
Bus,Petrol,2,4.32,875,0,0,Low,Mixed,1,234.93
Truck,Petrol,10,4.52,41,10021,2212,High,Highway,0,11.31
Mini Truck,Diesel,10,7.57,339,2332,674,Low,City,1,60.59
Truck,Petrol,5,4.98,467,4983,2547,Medium,City,0,131.32
Van,Petrol,12,9.74,309,1221,391,Low,City,1,41.75
Bus,Petrol,2,4.11,856,0,0,Medium,Mixed,0,250.5
Truck,Diesel,9,3.77,372,5013,2949,Low,Highway,1,121.67
Bus,Diesel,11,3.72,907,0,0,Medium,City,0,332.58
Bus,Petrol,9,4.01,542,0,0,Medium,Mixed,0,170.5
Truck,Petrol,3,4.41,212,5478,3205,Low,City,0,62.62
Van,Diesel,8,12.18,175,715,254,Medium,City,0,21.35
Mini Truck,Diesel,4,6.62,479,2677,513,Medium,Mixed,1,95.42
Mini Truck,Petrol,7,9.53,832,2375,2075,High,Highway,1,131.02
Mini Truck,Petrol,11,8.83,608,2205,618,Medium,City,0,96.84
Truck,Diesel,7,4.47,907,11108,2572,High,City,1,310.1
Bus,Diesel,11,3.66,939,1,1,Medium,Mixed,0,378.9
Van,Diesel,4,9.45,748,752,730,Low,Highway,1,99.27
Mini Truck,Diesel,6,6.97,587,1168,424,High,Mixed,0,118.8
Van,Diesel,2,12.93,765,1861,1816,Low,Mixed,0,76.27
Truck,Petrol,7,3.84,275,3185,645,Medium,Highway,0,85.44
Truck,Diesel,9,4.59,93,8986,3177,Low,City,1,26.29
Van,Petrol,9,14.45,271,1236,992,Medium,Highway,1,24.23
Truck,Diesel,11,4.13,532,9984,201,Medium,Highway,0,155.75
Mini Truck,Petrol,1,7.16,440,1155,289,High,Highway,0,78.26
Bus,Petrol,9,4.28,168,0,0,Medium,Highway,0,47.0
Mini Truck,Diesel,4,7.35,86,2703,513,Low,Mixed,1,15.23
Truck,Diesel,6,5.6,38,11133,10675,Medium,Highway,0,9.67
Truck,Petrol,11,4.06,425,9924,8699,Medium,City,0,158.65
Van,Petrol,9,9.56,972,1301,1141,High,Highway,0,149.01
Bus,Diesel,8,4.91,75,1,0,High,Mixed,1,22.46
Truck,Petrol,4,4.74,30,6195,5071,High,Highway,0,10.43
Truck,Petrol,12,4.99,835,5901,3258,Low,City,0,229.3
Van,Petrol,8,10.71,658,1168,919,High,Mixed,0,92.92
Truck,Diesel,3,4.39,931,11731,1920,Medium,Highway,0,244.7
Van,Diesel,3,12.45,198,1873,1390,Medium,City,0,20.75
Truck,Petrol,10,5.01,720,7076,4511,Medium,City,1,218.49
Bus,Diesel,11,3.17,389,1,1,High,City,1,210.53
Truck,Diesel,8,5.44,791,5845,2208,Medium,Highway,1,189.43
Mini Truck,Diesel,8,9.37,683,2472,1497,Low,City,1,101.09
Van,Petrol,6,9.23,52,1523,951,High,Mixed,0,9.98
Van,Diesel,8,13.74,919,694,645,Low,Highway,1,86.19
Truck,Petrol,4,3.63,709,4802,3070,Medium,Mixed,1,271.68
Bus,Diesel,2,3.1,51,1,1,Low,Mixed,0,21.01
Van,Petrol,3,9.04,198,1390,340,Medium,Highway,0,24.98
Truck,Petrol,12,3.83,877,9329,6530,Low,Highway,0,286.02
Mini Truck,Diesel,5,6.21,214,3251,639,Low,Highway,0,37.89
Mini Truck,Diesel,12,7.8,616,3466,3252,Medium,City,1,125.91
Bus,Diesel,6,4.52,587,1,0,Low,Mixed,0,148.15
Truck,Petrol,7,5.31,386,6813,5223,Low,City,0,98.67
Bus,Petrol,2,3.94,390,1,0,Low,City,0,118.68
Van,Diesel,3,13.23,405,1579,1550,Medium,Highway,0,41.42
Mini Truck,Petrol,6,8.97,321,1088,345,High,Highway,0,48.72
Bus,Petrol,8,3.89,700,0,0,Medium,Mixed,0,226.87
Bus,Petrol,2,4.0,174,0,0,Low,Mixed,1,51.23
Mini Truck,Petrol,3,7.58,559,1499,646,Medium,Mixed,0,95.58
Mini Truck,Diesel,2,7.91,906,1433,649,Low,Highway,0,126.2
Bus,Diesel,12,3.53,319,0,0,High,Mixed,1,132.48
Bus,Petrol,7,3.88,957,0,0,High,Highway,1,330.41
Truck,Petrol,12,3.79,439,3008,2795,Medium,Mixed,1,171.94
Bus,Petrol,11,3.11,778,1,1,Low,Highway,1,335.47
Truck,Diesel,11,5.94,432,4487,4038,Low,City,0,102.83
Mini Truck,Diesel,4,8.6,126,1150,232,High,Highway,1,21.64
Van,Diesel,2,12.99,868,1569,1293,High,Highway,1,96.13
Van,Diesel,4,14.79,409,1462,1202,Medium,City,1,39.72
Truck,Diesel,2,4.71,896,8196,4763,Low,City,0,242.41
Mini Truck,Diesel,5,6.3,230,2725,1147,Medium,Mixed,0,46.42
Bus,Diesel,2,3.51,918,1,1,Medium,Mixed,1,374.57
Mini Truck,Diesel,5,9.64,149,3163,597,Low,Highway,1,17.88
Bus,Diesel,12,3.15,452,0,0,High,City,1,222.13
Truck,Diesel,9,5.42,662,8696,1602,High,City,0,181.43
Van,Petrol,12,11.54,86,1152,300,Medium,City,1,10.97
Bus,Petrol,4,4.52,120,0,0,Medium,City,1,33.94
Truck,Petrol,1,5.34,118,7718,847,High,Highway,1,29.56
Truck,Diesel,11,5.02,667,9967,3966,Low,Mixed,0,168.25
Mini Truck,Diesel,11,7.93,875,2754,2361,High,Mixed,1,178.72
Mini Truck,Petrol,1,6.45,34,3158,931,Medium,Highway,1,6.4
Bus,Petrol,8,3.61,263,1,0,Medium,Mixed,0,92.29
Bus,Petrol,4,3.86,116,1,0,High,City,1,45.8
Van,Petrol,4,9.46,836,1938,990,Medium,Highway,1,112.95
Truck,Diesel,8,3.06,355,4893,4246,High,City,1,192.31
Bus,Diesel,12,4.24,598,0,0,Low,City,1,184.87
Truck,Petrol,8,5.77,89,5509,4113,High,City,1,24.17
Van,Petrol,7,12.03,778,1312,420,High,Mixed,0,92.44
Bus,Diesel,7,4.88,112,0,0,High,City,1,35.52
Truck,Petrol,3,5.22,933,11401,10585,High,Highway,0,252.98
Mini Truck,Diesel,2,9.05,861,1614,1367,Low,City,1,130.29
Van,Diesel,3,10.26,357,666,189,Medium,City,1,47.57
Van,Petrol,1,13.95,239,1950,1706,High,City,1,26.56
Truck,Petrol,3,5.07,114,4902,2139,Low,City,0,28.65
Mini Truck,Petrol,4,6.58,258,2292,2014,High,City,1,61.65
Van,Diesel,11,14.38,32,1979,309,High,City,0,4.89
Truck,Petrol,10,3.72,134,10883,4274,Medium,Mixed,1,49.66
Truck,Petrol,3,4.03,699,8395,2227,Medium,Highway,0,205.15
Bus,Petrol,12,4.7,642,1,1,High,Mixed,0,217.03
Mini Truck,Petrol,11,9.13,491,3001,863,High,City,1,85.87
Van,Diesel,9,13.33,717,703,432,Low,Highway,0,65.39
Truck,Diesel,6,3.31,691,4206,1960,Low,Highway,0,239.26
Truck,Petrol,6,3.56,909,3726,729,Medium,City,1,355.06
Bus,Diesel,3,3.42,205,0,0,Low,Highway,0,62.04
Mini Truck,Diesel,9,9.01,844,3883,3522,Medium,Highway,1,130.03
Van,Diesel,4,11.88,595,1578,723,Medium,Mixed,0,64.93
Mini Truck,Diesel,2,6.9,855,1457,868,High,Mixed,0,178.09
Van,Petrol,11,9.32,477,513,214,Low,City,0,69.29
Van,Diesel,8,14.05,751,1117,552,High,Mixed,0,78.54
Truck,Diesel,8,4.91,576,10170,3789,Low,Highway,0,133.39
Van,Petrol,1,13.03,425,1677,545,Low,City,1,42.15
Bus,Petrol,1,3.88,35,1,0,Medium,Highway,1,10.49
Bus,Diesel,4,4.83,703,0,0,Low,Mixed,0,160.23
Van,Diesel,9,14.95,766,618,139,High,City,1,80.38
Mini Truck,Diesel,6,8.06,495,2450,897,Low,City,1,81.4
Bus,Diesel,6,4.77,241,0,0,High,Highway,1,68.64
Truck,Petrol,7,4.25,680,11084,997,High,Mixed,1,228.48
Van,Diesel,2,9.6,733,641,441,Low,Highway,1,87.34
Bus,Diesel,1,4.19,763,1,0,Low,Highway,1,193.36
Truck,Diesel,8,4.48,28,4264,3821,Low,City,0,9.05
Truck,Petrol,2,5.43,937,5246,416,Low,City,1,210.96
Van,Diesel,8,9.86,206,697,400,Medium,City,1,29.82
Van,Petrol,7,12.35,170,1479,499,Medium,City,0,22.31
Mini Truck,Petrol,3,8.3,363,3481,98,High,Highway,1,56.71
Mini Truck,Diesel,3,6.1,948,2844,650,High,Mixed,0,213.97
Bus,Petrol,9,4.63,887,0,0,Low,City,1,246.35
Truck,Diesel,10,4.81,900,9789,8840,High,City,1,312.31
Bus,Petrol,6,4.9,864,1,0,High,City,1,260.76
Bus,Diesel,1,4.94,968,1,0,High,City,0,270.09
Bus,Petrol,7,3.97,597,1,0,Low,Highway,0,160.42
Mini Truck,Petrol,6,8.41,268,3444,2783,Low,Highway,0,38.28
Van,Petrol,11,9.47,775,568,357,High,Mixed,0,124.97
Mini Truck,Petrol,1,8.28,824,2043,1604,Medium,City,1,144.25
Bus,Petrol,1,4.95,61,0,0,Medium,Highway,0,12.16
Bus,Petrol,5,4.7,414,1,1,High,Highway,1,132.71
Mini Truck,Petrol,3,7.45,936,1077,577,High,Mixed,0,176.87
Bus,Petrol,7,3.27,81,1,1,Low,Highway,0,28.5
Mini Truck,Petrol,12,6.32,194,3077,459,High,Highway,1,44.38
Bus,Diesel,11,4.32,590,0,0,High,Highway,1,189.08
Bus,Diesel,5,3.48,469,1,0,Low,City,1,168.39
Truck,Petrol,11,3.82,416,10933,10834,Low,Highway,0,138.63
Van,Diesel,12,10.49,431,1695,939,Medium,Highway,0,53.37
Bus,Petrol,7,3.2,304,1,1,Medium,Mixed,1,140.28
Bus,Petrol,11,4.01,277,0,0,High,City,0,100.32
Van,Diesel,9,14.37,896,637,90,Low,City,0,78.02
Bus,Petrol,8,4.87,819,0,0,High,City,1,253.04
Truck,Petrol,5,5.91,930,8009,163,Low,Mixed,1,187.97
Mini Truck,Petrol,9,7.02,923,2659,961,High,Highway,1,186.86
Mini Truck,Diesel,11,9.83,426,1999,979,High,Mixed,1,68.0
Mini Truck,Petrol,10,7.88,563,1842,927,Low,City,0,93.48
Bus,Diesel,6,3.22,895,0,0,High,City,0,398.26
Mini Truck,Diesel,9,8.29,465,2255,1808,Medium,City,1,85.1
Mini Truck,Diesel,12,8.44,635,3409,493,Low,City,0,97.88
Mini Truck,Petrol,3,7.37,645,3694,2656,Low,Highway,1,105.55
Mini Truck,Petrol,1,8.12,790,2454,1722,Medium,City,0,136.46
Truck,Petrol,11,4.31,625,6482,6010,High,Mixed,1,234.87
Mini Truck,Diesel,11,7.21,508,2136,1824,Medium,Highway,1,100.36
Truck,Petrol,8,5.54,158,10668,907,Medium,Mixed,0,36.04
Truck,Petrol,6,5.89,308,7195,5060,Low,Mixed,1,68.66
Mini Truck,Petrol,3,7.48,522,3580,886,Medium,City,1,95.7
Bus,Petrol,12,3.67,984,1,1,High,City,0,446.75
Van,Petrol,12,10.63,745,876,3,Medium,Highway,1,89.03
Van,Diesel,11,11.7,153,1463,962,High,Mixed,0,19.91
Mini Truck,Petrol,10,7.31,529,3078,2278,Low,Mixed,1,98.94
Van,Petrol,7,9.14,850,1339,867,High,Mixed,0,138.35
Van,Petrol,7,13.09,573,1127,541,Low,Mixed,1,57.27
Van,Petrol,1,9.34,870,1487,1235,Medium,Highway,1,123.08
Bus,Diesel,8,3.99,162,1,1,Medium,City,0,60.05
Mini Truck,Petrol,10,9.98,418,3401,457,Low,Mixed,1,53.57
Bus,Diesel,11,3.94,371,0,0,High,Highway,1,128.52
Truck,Diesel,7,4.82,647,8712,6997,Medium,Mixed,0,187.9
Mini Truck,Diesel,4,6.21,41,3743,188,High,Highway,0,9.12
Van,Petrol,12,12.48,989,789,213,Medium,City,0,110.13
Van,Petrol,10,14.16,818,859,776,Medium,Mixed,1,86.34
Truck,Diesel,2,5.09,140,8774,1930,High,Mixed,0,36.83
Bus,Petrol,5,3.08,129,0,0,High,Highway,1,54.38
Truck,Petrol,7,5.74,104,8716,1571,High,Highway,0,25.58
Van,Diesel,10,13.88,637,621,376,Medium,City,1,68.47
Bus,Diesel,4,4.15,591,1,0,High,Highway,1,185.59
Bus,Petrol,3,4.06,268,1,1,Medium,Mixed,1,95.15
Van,Petrol,11,12.3,772,1164,109,Low,Highway,0,71.55
Mini Truck,Petrol,3,8.74,609,1324,929,Low,Highway,1,83.88
Van,Petrol,1,14.69,222,1175,721,Low,City,1,21.35
Van,Petrol,11,12.8,739,1883,1585,High,Highway,1,89.06
Van,Petrol,9,13.31,623,1948,998,Low,Mixed,1,58.81
Truck,Diesel,9,5.9,538,10248,2715,Medium,City,1,130.46
Mini Truck,Petrol,10,6.33,473,2206,73,Medium,Mixed,0,95.42
Mini Truck,Petrol,6,6.73,781,2153,410,Medium,City,0,156.58
Truck,Diesel,3,3.05,99,3330,1080,High,Highway,1,40.94
Truck,Diesel,3,4.79,825,7584,2042,High,Highway,1,235.31
Truck,Diesel,7,4.09,318,11668,1633,High,City,0,114.56
Bus,Petrol,1,3.16,398,0,0,Low,Highway,0,127.39
Truck,Diesel,12,3.97,425,7950,3025,Medium,Highway,0,139.35
Van,Petrol,1,13.17,753,1982,1428,Low,Mixed,1,75.41
Bus,Diesel,2,4.81,444,1,1,Low,City,0,125.66
Truck,Diesel,2,5.12,484,10295,3491,Low,Highway,1,108.06
Truck,Diesel,1,3.29,195,7741,4634,Medium,Highway,0,72.33
Van,Diesel,12,13.06,20,1034,31,Medium,Highway,0,2.0
Mini Truck,Petrol,5,9.39,968,3431,1746,Medium,Highway,0,127.42
Bus,Diesel,5,3.5,874,0,0,Medium,City,0,323.64
Truck,Diesel,1,5.87,104,8553,861,Medium,Mixed,0,20.58
Truck,Diesel,10,5.83,870,9659,952,Low,City,1,195.02
Van,Petrol,8,14.98,447,1743,895,Low,City,1,40.86
Bus,Petrol,3,3.63,877,1,0,Medium,Highway,0,270.98
Bus,Petrol,5,4.51,698,1,1,High,Mixed,1,244.76
Truck,Petrol,6,5.56,183,4734,4245,Medium,City,0,48.39
Truck,Petrol,9,4.67,76,4591,3134,Medium,Mixed,0,22.84
Truck,Petrol,11,5.36,952,8411,5801,Medium,Highway,0,236.33
Mini Truck,Petrol,12,8.19,288,2335,191,Medium,Mixed,1,51.68
Truck,Petrol,5,5.24,168,7269,6273,High,City,1,53.74
Truck,Diesel,12,4.04,356,3714,265,Low,Highway,1,102.74
Mini Truck,Diesel,7,8.04,64,3528,1819,Medium,Highway,1,10.73
Truck,Petrol,12,4.69,321,11272,1907,Low,Highway,1,81.43
Mini Truck,Diesel,8,8.61,567,1180,878,Low,City,0,88.6
Mini Truck,Petrol,10,7.89,630,3751,924,High,Mixed,1,117.71
Mini Truck,Petrol,12,6.42,277,1194,640,Low,City,0,59.48
Bus,Diesel,1,4.59,102,1,0,High,City,1,30.96
Truck,Diesel,1,5.7,276,10753,9070,Low,Mixed,1,63.71
Bus,Petrol,8,3.87,513,1,1,Low,City,1,194.73
Mini Truck,Diesel,12,6.37,837,3974,652,Low,Mixed,0,163.21
Bus,Diesel,5,3.41,133,0,0,Medium,Highway,1,45.78
Van,Petrol,10,11.91,452,954,200,Medium,City,0,53.24
Truck,Diesel,11,5.31,847,8657,4384,Medium,Mixed,1,229.04
Mini Truck,Diesel,2,6.71,793,1676,700,Medium,Highway,0,140.68
Van,Petrol,2,13.46,59,1645,1105,Low,City,1,4.95
Truck,Diesel,7,5.62,772,5759,387,High,City,0,201.4
Mini Truck,Diesel,4,9.61,926,2380,1440,High,Highway,1,137.0
Truck,Petrol,8,5.7,742,4259,3568,Medium,Highway,1,180.51
Bus,Petrol,12,3.39,155,0,0,Medium,Highway,1,57.08
Mini Truck,Diesel,3,9.24,202,3534,606,Medium,City,1,28.29
Truck,Diesel,7,4.84,469,3300,2508,High,City,0,152.11
Mini Truck,Diesel,9,9.66,933,3605,1177,Low,Highway,0,110.8
Truck,Petrol,7,3.97,314,7798,4221,Low,Mixed,0,97.39
Truck,Diesel,5,4.29,851,6688,5747,Medium,Mixed,1,284.58
Truck,Petrol,1,4.15,401,7013,3852,High,Highway,1,131.21
Bus,Petrol,10,4.96,79,1,0,Medium,City,0,20.16
Van,Petrol,11,12.18,889,548,163,Medium,City,1,107.63
